"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"54b43248e138239d86849ccb","Late Quaternary vegetation, climate and fire history from the tropical mountain region of Morro de Itapeva, SE Brazil","Palaeogeography, Palaeoclimatology, Palaeoecology","Behling, Hermann","1","http://www.sciencedirect.com/science/article/pii/S0031018297881771","Elsevier","10.1016/S0031-0182(97)88177-1","April 1997","Frost damage of cerrado plants in Botucatu.","628"
"570fde5dcf58f11293160699","The extent and time-course of mountain blanket peat erosion in Ireland","New Phytologist","Bradshaw, Richard; McGEE, Edward","5","http://doi.wiley.com/10.1111/j.1469-8137.1988.tb03699.x","Wiley","10.1111/j.1469-8137.1988.tb03699.x","February 1988","Management decisions in these important amenity areas will vary depending on whether erosion results from  damage","698"
"570fde5dcf58f11293160699","The extent and time-course of mountain blanket peat erosion in Ireland","New Phytologist","Bradshaw, Richard; McGEE, Edward","5","http://doi.wiley.com/10.1111/j.1469-8137.1988.tb03699.x","Wiley","10.1111/j.1469-8137.1988.tb03699.x","February 1988","The extent of erosional damage within each  c]uadrat was estimated on a 5-point scale, with 0 for  undan-iaged","698"
"570fde5dcf58f11293160699","The extent and time-course of mountain blanket peat erosion in Ireland","New Phytologist","Bradshaw, Richard; McGEE, Edward","5","http://doi.wiley.com/10.1111/j.1469-8137.1988.tb03699.x","Wiley","10.1111/j.1469-8137.1988.tb03699.x","February 1988","RR.SULTS Present-day peatland damage .All the peatland areas studied showed signs of extensive erosional","698"
"570fde5dcf58f11293160699","The extent and time-course of mountain blanket peat erosion in Ireland","New Phytologist","Bradshaw, Richard; McGEE, Edward","5","http://doi.wiley.com/10.1111/j.1469-8137.1988.tb03699.x","Wiley","10.1111/j.1469-8137.1988.tb03699.x","February 1988","damage (Fig. 2, Table 3).","698"
"570fde5dcf58f11293160699","The extent and time-course of mountain blanket peat erosion in Ireland","New Phytologist","Bradshaw, Richard; McGEE, Edward","5","http://doi.wiley.com/10.1111/j.1469-8137.1988.tb03699.x","Wiley","10.1111/j.1469-8137.1988.tb03699.x","February 1988","The Donegal and Wicklow sites showed the worst damage, with over half the peat mass eroded, but no extensive","698"
"54b4326ee138239d86850715","A palaeoecological study of an upper late glacial and holocene sequence from <U+201C>de borchert<U+201D>, The Netherlands","Review of Palaeobotany and Palynology","Van Geel, B.; Bohncke, S.J.P.; Dee, H.","2","http://www.sciencedirect.com/science/article/pii/0034666780900354","Elsevier","10.1016/0034-6667(80)90035-4","1980","During this phase the winters may have caused more excessive frost damage because of the absence of a","805"
"54b4326ee138239d86850715","A palaeoecological study of an upper late glacial and holocene sequence from <U+201C>de borchert<U+201D>, The Netherlands","Review of Palaeobotany and Palynology","Van Geel, B.; Bohncke, S.J.P.; Dee, H.","2","http://www.sciencedirect.com/science/article/pii/0034666780900354","Elsevier","10.1016/0034-6667(80)90035-4","1980","Even badly damaged needles are recognisable (cf. 377) because of the characteristic needle-epidermis","805"
"5836a63ecf58f11b08e08887","The functional extinction of Andean megafauna","Ecology","Rozas-Davila, Angela; Valencia, Bryan G.; Bush, Mark B.","3","http://doi.wiley.com/10.1002/ecy.1531","Wiley","10.1002/ecy.1531","2016 10","Functional types were selected based on (1) growth form, (2) palatability, and (3) sensitivity to mechanical damage","16669"
"5836a63ecf58f11b08e08887","The functional extinction of Andean megafauna","Ecology","Rozas-Davila, Angela; Valencia, Bryan G.; Bush, Mark B.","3","http://doi.wiley.com/10.1002/ecy.1531","Wiley","10.1002/ecy.1531","2016 10","were negatively associated with Sporormiella abundance were those especially sensitive to mechanical damage","16669"
"5836a63ecf58f11b08e08887","The functional extinction of Andean megafauna","Ecology","Rozas-Davila, Angela; Valencia, Bryan G.; Bush, Mark B.","3","http://doi.wiley.com/10.1002/ecy.1531","Wiley","10.1002/ecy.1531","2016 10","could maintain their populations, but climatic instability, rather than a single climatic change, was damaging","16669"
"5a4a0dd9cf58f139da586179","Extensive wildfires, climate change, and an abrupt state change in subalpine ribbon forests, Colorado","Ecology","Calder, W. John; Shuman, Bryan","1","http://doi.wiley.com/10.1002/ecy.1959","Wiley","10.1002/ecy.1959","2017 10","persistent stress that vegetation endures, extreme events could either directly (e.g., through frost damage","15432"
"55b3be12e138231cbdd6d387","Stratigraphy, morphology, and paleoecology of a fossil peccary herd from western Kentucky","Professional Paper","Finch, Warren Irvin; Whitmore, Frank C., Jr.; Sims, John D.","1","https://www.sciencebase.gov/catalog/item/4f4e4b16e4b07f02db6a53d9","USGS","10.3133/pp790","1972","This is undoubtedly true also of skeletons 3 and 4, but their higher altitude may have resulted in damage","2140"
"56b4cd4dcf58f14c238d2fd7","Taphonomic analysis, associational integrity, and depositional history of the Fetterman Mammoth, eastern Wyoming, U.S.A.","Geoarchaeology","Byers, David A.","3","http://doi.wiley.com/10.1002/gea.10020","Wiley","10.1002/gea.10020","June 2002","In addition, surface weathering, root etching, rodent damage, and breakage were noted.","7337"
"56b4cd4dcf58f14c238d2fd7","Taphonomic analysis, associational integrity, and depositional history of the Fetterman Mammoth, eastern Wyoming, U.S.A.","Geoarchaeology","Byers, David A.","3","http://doi.wiley.com/10.1002/gea.10020","Wiley","10.1002/gea.10020","June 2002","processes had in forming the Fetterman deposit, I examined patterns in element representation, bone damage","7337"
"56b4cd4dcf58f14c238d2fd7","Taphonomic analysis, associational integrity, and depositional history of the Fetterman Mammoth, eastern Wyoming, U.S.A.","Geoarchaeology","Byers, David A.","3","http://doi.wiley.com/10.1002/gea.10020","Wiley","10.1002/gea.10020","June 2002","Bone Damage No cut marks or conchoidal <U+FB02>ake scars were observed on any of the bones from the Fetterman","7337"
"5c31e01b1faed655488ba35f","Fluted projectile points in a stratified context at the Raven Bluff site document a late arrival of Paleoindian technology in northwest Alaska","Geoarchaeology","Buvit, Ian; Rasic, Jeffrey T.; Kuehn, Steven R.; Hedman, William H.","1","http://doi.wiley.com/10.1002/gea.21693","Wiley","10.1002/gea.21693","","subset of the microblade assemblage dominated by especially straight medial segments that exhibit use<U+2010>damage","19644"
"56a01eb8cf58f1079fd4b823","Paleoenvironment and the archaeological record at the L'Anse Aux Meadows Site, Newfoundland","Geoarchaeology","Davis, A. M.; McAndrews, J. H.; Wallace, B. L.","1","http://doi.wiley.com/10.1002/gea.3340030104","Wiley","10.1002/gea.3340030104","1988","Its proximity to settlement should have made it, and the pollen record preserved in it, a sensitive site","456"
"574dfc89cf58f16613fc0a3c","Glacial Lake Arkona <U+2013> Whittlesey transition near Leamington, Ontario: geology, plant, and muskox fossils","Canadian Journal of Earth Sciences","Morris, T. F.; McAndrews, J. H.; Seymour, K. L.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/e93-210","Canadian Science Publishing","10.1139/e93-210","December 1993","When compared with recent specimens, however, ROM 41960 is not seriously damaged.","438"
"57e9b7bacf58f1ae59228e16","Century scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains","Limnology and Oceanography","Laird, Kathleen R.; Fritz, Sherilyn C.; Grimm, Eric C.; Mueller, Pietra G.","4","http://doi.wiley.com/10.4319/lo.1996.41.5.0890","Wiley","10.4319/lo.1996.41.5.0890","1996 07","fossil diatom assemblages were used to infer past climatic conditions at Moon Lake, a climatically sensitive","595"
"57e9b7bacf58f1ae59228e16","Century scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains","Limnology and Oceanography","Laird, Kathleen R.; Fritz, Sherilyn C.; Grimm, Eric C.; Mueller, Pietra G.","4","http://doi.wiley.com/10.4319/lo.1996.41.5.0890","Wiley","10.4319/lo.1996.41.5.0890","1996 07","site in the northern Great Plains.","595"
"57e9b7bacf58f1ae59228e16","Century scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains","Limnology and Oceanography","Laird, Kathleen R.; Fritz, Sherilyn C.; Grimm, Eric C.; Mueller, Pietra G.","4","http://doi.wiley.com/10.4319/lo.1996.41.5.0890","Wiley","10.4319/lo.1996.41.5.0890","1996 07","changes in effective moisture (precipitation minus evapotranspira- tion, P - ET) for a climatically sensitive","595"
"57e9b7bacf58f1ae59228e16","Century scale paleoclimatic reconstruction from Moon Lake, a closed-basin lake in the northern Great Plains","Limnology and Oceanography","Laird, Kathleen R.; Fritz, Sherilyn C.; Grimm, Eric C.; Mueller, Pietra G.","4","http://doi.wiley.com/10.4319/lo.1996.41.5.0890","Wiley","10.4319/lo.1996.41.5.0890","1996 07","site, Moon Lake,  l Present address: PEARL, Dept of Biology, Queen<U+2019>s University, Kingston, Ontario K7L","595"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","4","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","Forest statistics summarized on the county level are appropriate for classification of large forest types","689"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","4","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","and from moss polsters in large forest openings sense the vegetation at the same spatial scale as the county-level","689"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","4","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","for nearly all of the Southeast and by larger forest inventory units in states such as Kentucky where county-level","689"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","4","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","the typical amount of pollen contributed to the pollensampling site from beyond the (in this study, county-level","689"
"578a9824cf58f11e6080895a","Holocene forest dynamics in southern Ontario, Canada: fine-resolution pollen data","Canadian Journal of Botany","Fuller, Janice L.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/b97-886","Canadian Science Publishing","10.1139/b97-886","October 1997","[Traduit par la redaction]  Introduction Holocene forest development in the glaciated portion of eastern","720"
"5518b26be1382394b500dcb9","Soil-geomorphology and <U+201C>wet<U+201D> cycles in the Holocene record of North-Central Mexico","Geomorphology","Butzer, Karl W.; Abbott, James T.; Frederick, Charles D.; Lehman, Paul H.; Cordova, Carlos E.; Oswald, John F.","2","http://www.sciencedirect.com/science/article/pii/S0169555X08002651","Elsevier","10.1016/j.geomorph.2008.06.005","1 October 2008","Or did Spanish ecological pressures build on earlier, indigenous damage?","8275"
"5518b26be1382394b500dcb9","Soil-geomorphology and <U+201C>wet<U+201D> cycles in the Holocene record of North-Central Mexico","Geomorphology","Butzer, Karl W.; Abbott, James T.; Frederick, Charles D.; Lehman, Paul H.; Cordova, Carlos E.; Oswald, John F.","2","http://www.sciencedirect.com/science/article/pii/S0169555X08002651","Elsevier","10.1016/j.geomorph.2008.06.005","1 October 2008","point; perforated mussel shells; and an adjacent, extended, human <U+201C>bundle<U+201D> burial, which had been badly damaged","8275"
"57770e96cf58f181635b72c1","New Late Pleistocene megafaunal assemblage with well-supported chronology from the Pampas of southern South America","Quaternary International","Scanferla, Agust<U+00ED>n; Bonini, Ricardo; Pomi, Lucas; Fucks, Enrique; Molinari, Alejandro","2","http://www.sciencedirect.com/science/article/pii/S1040618212010452","Elsevier","10.1016/j.quaint.2012.08.005","14 August 2013","and scores located above the articular region in medial view (A3); B, long bone epiphysis strongly damaged","9410"
"57770e96cf58f181635b72c1","New Late Pleistocene megafaunal assemblage with well-supported chronology from the Pampas of southern South America","Quaternary International","Scanferla, Agust<U+00ED>n; Bonini, Ricardo; Pomi, Lucas; Fucks, Enrique; Molinari, Alejandro","2","http://www.sciencedirect.com/science/article/pii/S1040618212010452","Elsevier","10.1016/j.quaint.2012.08.005","14 August 2013","Gnawing damage on the bones collected, remains of cubs, juvenile-adult associated specimens, and the","9410"
"54b43249e138239d8684a06e","Late Holocene environmental history of southern Choc<U+00F3> region, Pacific Colombia; sediment, diatom and pollen analysis of core El Caimito","Palaeogeography, Palaeoclimatology, Palaeoecology","Velez, M.I.; Wille, M.; Hooghiemstra, H.; Metcalfe, S.; Vandenberghe, J.; van der Borg, K.","1","http://www.sciencedirect.com/science/article/pii/S0031018201003224","Elsevier","10.1016/S0031-0182(01)00322-4","15 September 2001","Decreasing riverine also matches with the observed succession in the pollen record: periodically damaged","9826"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","3","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","cuboid facet to lateral posterior process, the longer medial posterior process is missing because of damage","10066"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","3","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","This record of Dolomys is a damaged lower jaw (UCMP 57958) from the uppermost part of the upper Miocene","10066"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","3","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","Kettleman Hills of California does represent this group (which is not seriously doubted although it is a damaged","10066"
"654b9dd64f5dbdaca36cb091","Vegetation dynamics during the early to mid-Holocene transition in NW Malta, human impact versus climatic forcing","Vegetation History and Archaeobotany","Djamali, Morteza; Gambin, Belinda; Marriner, Nick; Andrieu-Ponel, Val<U+00E9>rie; Gambin, Timmy; Gandouin, Emmanuel; Lanfranco, Sandro; M<U+00E9>dail, Fr<U+00E9>d<U+00E9>ric; Pavon, Daniel; Ponel, Philippe; Morhange, Christophe","1","http://link.springer.com/10.1007/s00334-012-0380-0","Springer","10.1007/s00334-012-0380-0","2013 9","reproductive success because (i) many <U+FB02>owers never develop fruits and (ii) many fruits are seedless or are damaged","15462"
"58d06d41cf58f148974a92a7","Peat mounds of southwest Tasmania: Possible origins","Australian Journal of Earth Sciences","Macphail, M. K.; Pemberton, M.; Jacobson, G.","1","http://www.tandfonline.com/doi/abs/10.1046/j.1440-0952.1999.00736.x","Taylor and Francis","10.1046/j.1440-0952.1999.00736.x","1999 10","populations, and resulted in the development of a closed scrub community which was buffered against fire-damage","17255"
"577e9655cf58f189182a56c5","Climate variability in West Greenland during the past 1500 years: evidence from a high-resolution marine palynological record from Disko Bay","Boreas","RIBEIRO, SOFIA; MOROS, MATTHIAS; ELLEGAARD, MARIANNE; KUIJPERS, ANTOON","1","http://doi.wiley.com/10.1111/j.1502-3885.2011.00216.x","Wiley","10.1111/j.1502-3885.2011.00216.x","January 2012","Acetolysis was not employed, to avoid damaging sensitive palynomorphs.","18376"
"5788d045cf58f148d4bc6719","CONTRIBUTIONS TO THE HOLOCENE PALEOECOLOGY OF WESTCENTRAL CANADA: I. THE RIDING MOUNTAIN AREA","Canadian Journal of Botany","Ritchie, J. C.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/b64-018","Canadian Science Publishing","10.1139/b64-018","February 1964","T h e log was damaged in excavation, b u t a transection of the stem (Fig. 9) indicates t h a t the tree","78"
"5c604acc1faed65548956504","Shasta ground sloth food habits, Rampart Cave, Arizona","Paleobiology","Hansen, Richard M.","1","https://www.cambridge.org/core/product/identifier/S0094837300006011/type/journal_article","Cambridge","10.1017/S0094837300006011","1978","Scarlet globemallow (S. coccinea) is known to be relatively resistant to damage by frequent, intensive","2387"
"57fee987cf58f19f7c00ffdc","Signals of tree volume and temperature in a high-resolution record of pollen accumulation rates in northern Finland","Journal of Quaternary Science","Mazier, F.; Nielsen, A. B.; Brostr<U+00F6>m, A.; Sugita, S.; Hicks, S.","1","http://doi.wiley.com/10.1002/jqs.2549","Wiley","10.1002/jqs.2549","2012 08","Other climatic factors, such as early spring temperature in the <U+FB02>owering year, where buds may be damaged","19736"
"57feef66cf58f1a1b3cebab7","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States","Journal of Quaternary Science","Amesbury, Matthew J.; Mallon, Gunnar; Charman, Dan J.; Hughes, Paul D. M.; Booth, Robert K.; Daley, Timothy J.; Garneau, Michelle","2","http://doi.wiley.com/10.1002/jqs.2584","Wiley","10.1002/jqs.2584","2013 01","signi<U+FB01>cance when there is a clear underlying ecological process for the species<U+2013> environment relationship, sensitive","11299"
"57feef66cf58f1a1b3cebab7","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States","Journal of Quaternary Science","Amesbury, Matthew J.; Mallon, Gunnar; Charman, Dan J.; Hughes, Paul D. M.; Booth, Robert K.; Daley, Timothy J.; Garneau, Michelle","2","http://doi.wiley.com/10.1002/jqs.2584","Wiley","10.1002/jqs.2584","2013 01","sites are used in the training set and the range of the environmental variable is at least as large","11299"
"57feef66cf58f1a1b3cebab7","Statistical testing of a new testate amoeba-based transfer function for water-table depth reconstruction on ombrotrophic peatlands in north-eastern Canada and Maine, United States","Journal of Quaternary Science","Amesbury, Matthew J.; Mallon, Gunnar; Charman, Dan J.; Hughes, Paul D. M.; Booth, Robert K.; Daley, Timothy J.; Garneau, Michelle","1","http://doi.wiley.com/10.1002/jqs.2584","Wiley","10.1002/jqs.2584","2013 01","Results Only $50% of the PVC-lined stakes returned useful results, mainly because of loss, movement or damage","11299"
"57fef08ecf58f1a21e97b932","Tracing long-term tropical montane ecosystem change in the Eastern Arc Mountains of Tanzania","Journal of Quaternary Science","FINCH, JEMMA; WOOLLER, MATTHEW; MARCHANT, ROB","1","http://doi.wiley.com/10.1002/jqs.2699","Wiley","10.1002/jqs.2699","2014 04","This technique yielded little damage to pollen grains, and maintained intact charcoal, fungal spores","16256"
"56f8f625cf58f1710ac939da","Holocene vegetation and climate change in southern New Zealand: linkages between forest composition and quantitative surface moisture reconstructions from an ombrogenous bog","Journal of Quaternary Science","Wilmshurst, Janet M.; McGlone, Matt S.; Charman, Dan J.","1","http://doi.wiley.com/10.1002/jqs.689","Wiley","10.1002/jqs.689","October 2002","temperatures remained below freezing (minimum air temperature <U+2212>15 <U+00B0>C) for up to two weeks, severely damaged","17937"
"57fef1b2cf58f1a28473076b","Post-glacial vegetation reconstruction and a possible 8200<U+2009>cal. yr BP event from the low arctic of continental Nunavut, Canada","Journal of Quaternary Science","Sepp<U+00E4>, Heikki; Cwynar, Les C.; MacDonald, Glen M.","1","http://doi.wiley.com/10.1002/jqs.793","Wiley","10.1002/jqs.793","2003 10","The abruptness of the Betula decline is consistent with damage resulting from the introduction of a pathogen","7938"
"56f90dd1cf58f179466c7159","Mangrove ecosystem dynamics and elemental cycling at Twin Cays, Belize, during the Holocene","Journal of Quaternary Science","Wooller, Matthew J.; Behling, Hermann; Smallwood, Barbara J.; Fogel, Marilyn","1","http://doi.wiley.com/10.1002/jqs.877","Wiley","10.1002/jqs.877","October 2004","Each 50 cm section was placed in a half-section of plastic pipe to minimize damage to the core during","17125"
"54b43267e138239d8684f2f4","Deriving Response Matrices from Central American Modern Pollen Rain","Quaternary Research","Bush, Mark B.","3","http://www.sciencedirect.com/science/article/pii/S0033589400921380","Elsevier","10.1006/qres.2000.2138","July 2000","Approximately, 30% of all traps were damaged or removed during the course of a year.","19400"
"54b43267e138239d8684f2f4","Deriving Response Matrices from Central American Modern Pollen Rain","Quaternary Research","Bush, Mark B.","3","http://www.sciencedirect.com/science/article/pii/S0033589400921380","Elsevier","10.1006/qres.2000.2138","July 2000","Membrane lipids are normally liquid, but they may solidify when chilled, causing severe tissue damage","19400"
"54b43267e138239d8684f2f4","Deriving Response Matrices from Central American Modern Pollen Rain","Quaternary Research","Bush, Mark B.","3","http://www.sciencedirect.com/science/article/pii/S0033589400921380","Elsevier","10.1006/qres.2000.2138","July 2000","likely to be an inability to withstand occasional frost or protracted periods of temperatures that damage","19400"
"654b2fae4f5dbdaca36a3ec4","A new contribution to the Holocene vegetation history of the West African Sahel: pollen from Oursi, Burkina Faso and charcoal from three sites in northeast Nigeria","Vegetation History and Archaeobotany","Ballouche, Aziz; Neumann, Katharina","1","http://link.springer.com/10.1007/BF00198613","Springer","10.1007/BF00198613","1995 2","On   the dunes, the plant cover has been heavily damaged by grazing and by Pennisetum cultivation.","16225"
"654b3b654f5dbdaca36a825d","New palynological and tephrostratigraphical investigations of two salt lagoons on the island of Mljet, south Dalmatia, Croatia","Vegetation History and Archaeobotany","Jahns, Susanne; van den Bogaard, Christel","1","http://link.springer.com/10.1007/BF01146195","Springer","10.1007/BF01146195","1998 12","Although the holm oak survives frost periods to -15<U+00B0>C as a grown tree, seedlings and buds are damaged","19785"
"6722a7d0537b0ce103354a40","Ancient DNA Clarifies the Evolutionary History of American Late Pleistocene Equids","Journal of Molecular Evolution","Orlando, Ludovic; Male, Dean; Alberdi, Maria Teresa; Prado, Jose Luis; Prieto, Alfredo; Cooper, Alan; H<U+00E4>nni, Catherine","1","http://link.springer.com/10.1007/s00239-008-9100-x","Springer","10.1007/s00239-008-9100-x","2008 5","least two independent PCR products to minimize the impact of artifactual substitutions induced by DNA damage","8332"
"654b552d4f5dbdaca36b141c","The later Holocene history of vegetation, land-use and settlements around the Ahlequellmoor in the Solling area, Germany","Vegetation History and Archaeobotany","Jahns, Susanne","2","http://link.springer.com/10.1007/s00334-004-0055-6","Springer","10.1007/s00334-004-0055-6","2006 1","against unauthorised charcoal burning in the Solling district was issued in A.D. 1532 to limit the damage","9585"
"654b552d4f5dbdaca36b141c","The later Holocene history of vegetation, land-use and settlements around the Ahlequellmoor in the Solling area, Germany","Vegetation History and Archaeobotany","Jahns, Susanne","2","http://link.springer.com/10.1007/s00334-004-0055-6","Springer","10.1007/s00334-004-0055-6","2006 1","However, damaging animal grazing still went on for almost 100 more years (Reddersen 1934; Tacke 1943)","9585"
"654b60e54f5dbdaca36b573a","When no pollen does not mean no trees","Vegetation History and Archaeobotany","Hicks, Sheila","5","http://link.springer.com/10.1007/s00334-006-0063-9","Springer","10.1007/s00334-006-0063-9","2006 8",") climate conditions are unfavourable for the trees to produce pollen and (iv) the trees are cut or damaged","16876"
"654b60e54f5dbdaca36b573a","When no pollen does not mean no trees","Vegetation History and Archaeobotany","Hicks, Sheila","5","http://link.springer.com/10.1007/s00334-006-0063-9","Springer","10.1007/s00334-006-0063-9","2006 8","mountains, the 8200 cal b.p. cold event, the migration of species/vegetation succession, and widespread damage","16876"
"654b60e54f5dbdaca36b573a","When no pollen does not mean no trees","Vegetation History and Archaeobotany","Hicks, Sheila","5","http://link.springer.com/10.1007/s00334-006-0063-9","Springer","10.1007/s00334-006-0063-9","2006 8","is too cold and/or dry for them to <U+FB02>ower. <U+2022> Trees are present but they are constantly being cut or damaged","16876"
"654b60e54f5dbdaca36b573a","When no pollen does not mean no trees","Vegetation History and Archaeobotany","Hicks, Sheila","5","http://link.springer.com/10.1007/s00334-006-0063-9","Springer","10.1007/s00334-006-0063-9","2006 8","The trees are cut or damaged in some way that prevents them from <U+FB02>owering The obvious situation that","16876"
"654b60e54f5dbdaca36b573a","When no pollen does not mean no trees","Vegetation History and Archaeobotany","Hicks, Sheila","5","http://link.springer.com/10.1007/s00334-006-0063-9","Springer","10.1007/s00334-006-0063-9","2006 8","J Quat Sci 16:299<U+2013> 307 Kallio P, Lehtonen J (1973) Birch forest damage caused by Oporinia autumnata (","16876"
"654b8b154f5dbdaca36c4571","Variation in annual pollen accumulation rates of Fagus along a N<U+2013>S transect in Europe based on pollen traps","Vegetation History and Archaeobotany","Pidek, Irena A.; Svitavsk<U+00E1>-Svobodov<U+00E1>, Helena; van der Knaap, Willem O.; Nory<U+015B>kiewicz, Agnieszka M.; Filbrandt-Czaja, Anna; Nory<U+015B>kiewicz, Bo<U+017C>ena; Lata<U+0142>owa, Ma<U+0142>gorzata; Zimny, Marcelina; <U+015A>wi<U+0119>ta-Musznicka, Joanna; Bozilova, Elissaveta; Tonkov, Spassimir; Filipova-Marinova, Mariana; Poska, Anneli; Giesecke, Thomas; Gikov, Aleksander","2","https://link.springer.com/10.1007/s00334-010-0248-0","Springer","10.1007/s00334-010-0248-0","2010 08","For various reasons (damage or theft of a trap etc.), the available dataset was in some cases smaller","16705"
"654b8b154f5dbdaca36c4571","Variation in annual pollen accumulation rates of Fagus along a N<U+2013>S transect in Europe based on pollen traps","Vegetation History and Archaeobotany","Pidek, Irena A.; Svitavsk<U+00E1>-Svobodov<U+00E1>, Helena; van der Knaap, Willem O.; Nory<U+015B>kiewicz, Agnieszka M.; Filbrandt-Czaja, Anna; Nory<U+015B>kiewicz, Bo<U+017C>ena; Lata<U+0142>owa, Ma<U+0142>gorzata; Zimny, Marcelina; <U+015A>wi<U+0119>ta-Musznicka, Joanna; Bozilova, Elissaveta; Tonkov, Spassimir; Filipova-Marinova, Mariana; Poska, Anneli; Giesecke, Thomas; Gikov, Aleksander","2","https://link.springer.com/10.1007/s00334-010-0248-0","Springer","10.1007/s00334-010-0248-0","2010 08","magnitude of a mast and July air temperature and sunshine in the preceding summer, and he stressed the damaging","16705"
"654bbc504f5dbdaca36d5f1a","Vegetation and disturbance history of the Bavarian Forest National Park, Germany","Vegetation History and Archaeobotany","van der Knaap, Willem O.; van Leeuwen, Jacqueline F. N.; Fahse, Lorenz; Szidat, S<U+00F6>nke; Studer, Tanja; Baumann, Jo<U+00EB>l; Heurich, Marco; Tinner, Willy","1","http://link.springer.com/10.1007/s00334-019-00742-5","Springer","10.1007/s00334-019-00742-5","2020 03","The trampling by livestock damaged the living, peat-forming moss layer, resulting in increased runoff","17601"
"654bc3584f5dbdaca36d87c0","NPP-ID: Non-Pollen Palynomorph Image Database as a research and educational platform","Vegetation History and Archaeobotany","Shumilovskikh, Lyudmila S.; Shumilovskikh, Elena S.; Schl<U+00FC>tz, Frank; van Geel, Bas","1","https://link.springer.com/10.1007/s00334-021-00849-8","Springer","10.1007/s00334-021-00849-8","2022 06","For all users of (1) and (2) the common ethics regarding citing of scientific publications and co-authorship","19815"
"6705cea7537b0ce1036dba3a","An improved age framework for late Quaternary silicic eruptions in northern Central America","Bulletin of Volcanology","Rose, William I.; Conway, F. Michael; Pullinger, Carlos R.; Deino, Alan; McIntosh, William C.","3","http://link.springer.com/10.1007/s004450050266","Springer","10.1007/s004450050266","1999 7","Highway between Congo and Santa Ana was submitted to the University of Arizona radiocarbon lab for high-sensitivity","9873"
"6705cea7537b0ce1036dba3a","An improved age framework for late Quaternary silicic eruptions in northern Central America","Bulletin of Volcanology","Rose, William I.; Conway, F. Michael; Pullinger, Carlos R.; Deino, Alan; McIntosh, William C.","3","http://link.springer.com/10.1007/s004450050266","Springer","10.1007/s004450050266","1999 7","dating by A.","9873"
"6705cea7537b0ce1036dba3a","An improved age framework for late Quaternary silicic eruptions in northern Central America","Bulletin of Volcanology","Rose, William I.; Conway, F. Michael; Pullinger, Carlos R.; Deino, Alan; McIntosh, William C.","3","http://link.springer.com/10.1007/s004450050266","Springer","10.1007/s004450050266","1999 7","The high-sensitivity date was performed as described by A.","9873"
