"id","title","volume","journal","year"
"54b4324ee138239d8684ad7f","Late and postglacial vegetation and fire history in Southern Patagonia and Tierra del Fuego","297","Palaeogeography, Palaeoclimatology, Palaeoecology","2010"
"550506c8e1382326932d8b0e","15,000 Years of vegetation change in the Bonneville basin: the Blue Lake pollen record","28","Quaternary Science Reviews","2009"
"54f4a2ede13823054496a011","Late Pleistocene mammoth remains from Coastal Maine, USA","61","Quaternary Research","2004"
"6141ec1567467f7269180858","Holocene climate change and landscape development from a low-Arctic tundra lake in the western Hudson Bay region of Manitoba, Canada","48","Journal of Paleolimnology","2012"
"54b4326de138239d86850560","Late Pleistocene and Holocene vegetational history of the Ohnuma moor in the Chugoku mountains, western Japan","46","Review of Palaeobotany and Palynology","1986"
"57922caccf58f107ef1db6cf","Climatic effects of glacial Lake Agassiz in the midwestern United States during the last deglaciation","25","Geol","1997"
"55074608e1382326932d94cf","A wiggle-match age for the Millennium eruption of Tianchi Volcano at Changbaishan, Northeastern China","","Quaternary Science Reviews","2012"
"54b43266e138239d8684f023","Patterns of faunal extinction and paleoclimatic change from mid-Holocene mammoth and polar bear remains, Pribilof Islands, Alaska","70","Quaternary Research","2008"
"578f8510cf58f1b148e29555","Lake-sediment record of late Holocene hurricane activities from coastal Alabama","21","Geol","1993"
"56c4dc3ccf58f17493f85f45","An approach to pre-Hispanic diets in the Pampas during the Early/Middle Holocene","19","International Journal of Osteoarchaeology","2009"
"54b43266e138239d8684f095","Rapid response of forested vegetation to multiple climatic oscillations during the last deglaciation in the northeastern United States","67","Quaternary Research","2007"
"54b43249e138239d8684a1b2","Late-glacial and Holocene vegetational history from two sites in the western Cordillera of southwestern Ecuador","194","Palaeogeography, Palaeoclimatology, Palaeoecology","2003"
"578c5b54cf58f1980d123bf5","Late Pleistocene terrestrial deposits on the continental shelf of western Canada: Evidence for rapid sea-level change at the end of the last glaciation","17","Geology","1989"
"54b43267e138239d8684f3e1","Implications of Subfossil Coleoptera for the Evolution of the Mima Mounds of Southwestern Puget Lowland, Washington","47","Quaternary Research","1997"
"54b43265e138239d8684ef5f","Multi-proxy record of postglacial environmental change, south-central Melville Island, Northwest Territories, Canada","73","Quaternary Research","2010"
"5714568acf58f125068458dc","The A/C (Araphidineae/Centrales) ratio in high and low alkalinity lakes in eastern Minnesota","13","Freshwater Biology","1983"
"5794664bcf58f1b5963c07e8","Rapid response of alpine timberline vegetation to the Younger Dryas climate oscillation in the Colorado Rocky Mountains, USA","28","Geol","2000"
"61415d1d67467f726915e2a5","The developmental history of Adirondack (N.Y.) lakes","2","Journal of Paleolimnology","1989"
"550636d1e1382326932d906e","Climate-driven hydrologic transients in lake sediment records: multiproxy record of mid-Holocene drought","4-6","Quaternary Science Reviews","2002"
"55063281e1382326932d9056","Climate-driven hydrologic transients in lake sediment records: calibration of groundwater conditions using 20th Century drought","4-6","Quaternary Science Reviews","2002"
"54f4a8ffe13823054496a03a","Historic and Holocene environmental change in the San Antonio Creek Basin, mid-coastal California","","Quaternary Research","2015"
"54b43268e138239d8684f746","Lake-level variation in the Lahontan basin for the past 50,000 years","28","Quaternary Research","1987"
"5a3976dccf58f1047e310351","Late Holocene Cultural Ecology In the Southern Plains: Perspectives From Delaware Canyon, Oklahoma","31","Plains Anthropologist","2017"
"5c5f70ce1faed6554895528c","Nomenclatural transfer of Chinese Pulsatilla to Anemone (Ranunculaceae)","33","Nordic Journal of Botany","2015"
"5a39b627cf58f11d2e4998b3","The Bentzen-Kaufmann Cave Site 48 SH 301","7","Plains Anthropologist","2017"
"55057302e1382326932d8d29","Evidence for warm wet Heinrich events in Florida","17-18","Quaternary Science Reviews","2006"
"5905d1e2cf58f1b8dd688778","Total phosphorus changes in New York and New Jersey lakes (USA) inferred from sediment cores","28","Lake and Reservoir Management","2012"
"577e98b6cf58f18a24b8b20b","Homotherium serum and Cervalces from the Great Lakes Region, USA: geochronology, morphology and ancient DNA","41","Boreas","2012"
"58b2f495cf58f1418929ff25","Subsistence continuity, change, and environmental adaptation at the site of Nugljanska, Istria, Croatia","20","Environmental Archaeology","2015"
"5505877fe1382326932d8d76","Lateglacial nunataks in central Scandinavia: Biostratigraphical evidence for ice thickness from Lake Flåfattjønn, Tynset, Norway","25","Quaternary Science Reviews","2006"
"55f59620cf58f16256a22c44","Climate and vegetation since the Last Interglacial (MIS 5e) in a putative glacial refugium, northern Idaho, USA","","Quaternary Science Reviews","2015"
"5504a060e1382326932d8821","Lateglacial environmental changes in the Netherlands: Spatial and temporal patterns A contribution to the ‘North Atlantic seaboard programme’ of IGCP-253, ‘Termination of the Pleistocene’","12","Quaternary Science Reviews","1993"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","16","Boreas","1987"
"56819d56cf58f1ba274d474b","Reconstruction of Late-Glacial lake-level fluctuations in The Netherlands based on palaeobotanical analyses, geochemical results and pollen-density data","17","Boreas","1988"
"56817ebecf58f1ba274d4596","Holocene vegetation and climate history on a continental-oceanic transect in northern Fennoscandia based on pollen and plant macrofossils","33","Boreas","2004"
"5505501fe1382326932d8c8d","Holocene climate variability in northernmost Europe","26","Quaternary Science Reviews","2007"
"550719f6e1382326932d9425","Spatio-temporal patterns in Lateglacial and Holocene vegetation and climate of Finnmark, northernmost Europe","","Quaternary Science Reviews","2013"
"58b2760acf58f110c0cad979","29. Vrbka (Czech Republic): Pollen record of secondary steppe vegetation development within the Bronze Age agricultural landscape","55","Grana","2016"
"572099d9cf58f1aa422319bd","Freshwater diatom biogeography in the Canadian Arctic Archipelago","31","Journal of Biogeography","2004"
"54cd76a8e138236bcc92a45b","Widespread drought episodes in the western Great Lakes region during the past 2000 years: Geographic extent and potential mechanisms","242","Earth and Planetary Science Letters","2006"
"54f4a4c6e13823054496a01f","Paleoecology and high-resolution paleohydrology of a kettle peatland in upper Michigan","61","Quaternary Research","2004"
"54b43265e138239d8684ee72","Stable isotopes reflect the ecological stability of two high-elevation mammals from the late Quaternary of Colorado","77","Quaternary Research","2012"
"5d39a14e0b45c76caf948a40","Preliminary analyses of the frozen mummies of mammoth ( Mammuthus primigenius ), bison ( Bison priscus ) and horse ( Equus sp.) from the Yana-Indigirka Lowland, Yakutia, Russia","9","Integrative Zoology","2014"
"5a2edcddcf58f18f32b22c00","Reassessing the chronology of the Mississippian Central Illinois River Valley using Bayesian analysis","","Southeastern Archaeology","2017"
"5a048daecf58f1b96402a0e5","Regional variation in Holocene climate quantified from pollen in the Great Plains of North America","","International Journal of Climatology","2017"
"5507ab96e1382326932d966e","Abrupt Holocene climate change and potential response to solar forcing in western Canada","30","Quaternary Science Reviews","2011"
"574ea090cf58f1a1b25bf745","Improved age estimates for the White River and Bridge River tephras, western Canada","32","Canadian Journal of Earth Sciences","1995"
"54f4a110e13823054496a003","A Holocene pollen record of persistent droughts from Pyramid Lake, Nevada, USA","62","Quaternary Research","2004"
"56ba8d37cf58f18714edf42f","Direct correlation of millennial-scale changes in western North American vegetation and climate with changes in the California Current System over the past ~60 kyr","13","Paleoceanography","1998"
"54b43248e138239d86849d54","Late Quaternary palaeoecology and palaeoclimatology from pollen records of the savannas of the Llanos Orientales in Colombia","139","Palaeogeography, Palaeoclimatology, Palaeoecology","1998"
"614189a867467f7269168dc1","","21","Journal of Paleolimnology","1999"
"57af4660cf58f1632d49e2c2","Paleolimnological assessment of long-term water-quality changes in south-central Ontario lakes affected by cottage development and acidification","53","Canadian Journal of Fisheries and Aquatic Sciences","1996"
"5c4230931faed655488d3216","Paleolimnological assessment of long-term water-quality changes in south-central Ontario lakes affected by cottage development and acidification","53","Canadian Journal of Fisheries and Aquatic Sciences","1996"
"54b4324ae138239d8684a2df","Rancho La Brea stable isotope biogeochemistry and its implications for the palaeoecology of late Pleistocene, coastal southern California","205","Palaeogeography, Palaeoclimatology, Palaeoecology","2004"
"57ff9f25cf58f11875637b4a","Late-glacial and Holocene history of the dry forest area in the south Colombian Cauca Valley","17","Journal of Quaternary Science","2002"
"54b43268e138239d8684f724","Holocene vegetation and climate in the Puerto Blanco Mountains, southwestern Arizona","27","Quaternary Research","1987"
"55f5b4a9cf58f16256a22d20","Forest dynamics in relation to multi-decadal late-Holocene climatic variability, eastern Ontario, Canada","","Review of Palaeobotany and Palynology","2015"
"54b4326be138239d8684ff1c","Pollen representation and successional vegetation change on the sandstone plateau of Araracuara, Colombian Amazonia","126","Review of Palaeobotany and Palynology","2003"
"54b43243e138239d86849169","Upper quaternary vegetational and climatic sequence of the fuquene area (Eastern Cordillera, Colombia)","14","Palaeogeography, Palaeoclimatology, Palaeoecology","1973"
"55078445e1382326932d95e2","Rapid climate change from north Andean Lake Fúquene pollen records driven by obliquity: implications for a basin-wide biostratigraphic zonation for the last 284 ka","23-24","Quaternary Science Reviews","2011"
"55043b7ee1382326932d8547","Climatic change during the Younger Dryas chron in northern South America: a test of the evidence","19","Quaternary Science Reviews","2000"
"58b27623cf58f110c0cad9f2","Steppe development on the Northern Tibetan Plateau inferred from Paleogene ephedroid pollen","55","Grana","2016"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","6","Review of Palaeobotany and Palynology","1968"
"5505c525e1382326932d8e83","Late Quaternary dynamics of forest vegetation on northern Vancouver Island, British Columbia, Canada","24","Quaternary Science Reviews","2005"
"54b43265e138239d8684ee17","Holocene vegetation history and fire regimes of Pseudotsuga menziesii forests in the Gulf Islands National Park Reserve, southwestern British Columbia, Canada","79","Quaternary Research","2013"
"5c623e191faed65548958fbf","Multiveriable environmental interences based on diatom assemblages from Sudbury (Canada) lakes","26","Freshwater Biology","1991"
"57afa7a1cf58f17e4605b24c","Long-Term Trends in Lake Water pH and Metal Concentrations Inferred from Diatoms and Chrysophytes in Three Lakes near Sudbury, Ontario","49","Canadian Journal of Fisheries and Aquatic Sciences","1992"
"5833385fcf58f177a7b77cc4","Environmental change controls postglacial forest dynamics through interspecific differences in life-history traits","90","Ecology","2009"
"5a2a9b01cf58f1766a89f237","A 50,000 year insect record from Rancho La Brea, Southern California: Insights into past climate and fossil deposition","168","Quaternary Science Reviews","2017"
"55051cdee1382326932d8bb3","An 85-ka record of climate change in lowland Central America","11-12","Quaternary Science Reviews","2008"
"61419a0f67467f726916cc70","","27","Journal of Paleolimnology","2002"
"56742f7ecf58f12215607024","Pacific offshore record of plinian arc volcanism in Central America: 1. Along-arc correlations","9","Geochemistry, Geophysics, Geosystems","2008"
"5c3033451faed655488b73d6","The influence of abrupt climate change on the ice-age vegetation of the Central American lowlands","39","Journal of Biogeography","2012"
"5c3041991faed655488b7577","Amazon forest dynamics under changing abiotic conditions in the early Miocene (Colombian Amazonia)","43","Journal of Biogeography","2016"
"5504d894e1382326932d89ba","Watershed-scale reconstruction of middle and late Holocene paleoenvironmental changes on Melville Peninsula, Nunavut, Canada","17-18","Quaternary Science Reviews","2010"
"54b4326ae138239d8684fda3","Changes of seasonally dry forest in the Colombian Patía Valley during the early and middle Holocene and the development of a dry climatic record for the northernmost Andes","152","Review of Palaeobotany and Palynology","2008"
"56f8f16dcf58f16f626d3d60","Testate amoebae as proxies for mean annual water-table depth inSphagnum-dominated peatlands of North America","23","Journal of Quaternary Science","2008"
"5a399a59cf58f112f8ac4a9c","Notes on Chronological Problems on the Northwestern Plains and Adjacent Country","27","Plains Anthropologist","2017"
"5504a9efe1382326932d8867","Absolute chronology of the Pliocene-Quaternary sediment sequence of the Bogota area, Colombia","12","Quaternary Science Reviews","1993"
"54b4326ae138239d8684fc1c","A ~3800-yr, high-resolution record of vegetation and climate change on the north coast of the Yucatan Peninsula","","Review of Palaeobotany and Palynology","2012"
"54b43266e138239d8684f098","Quaternary glaciation and hydrologic variation in the South American tropics as reconstructed from the Lake Titicaca drilling project","68","Quaternary Research","2007"
"571e3c77cf58f16d50cfd572","Long-term drivers of change in Polylepis woodland distribution in the central Andes","20","Journal of Vegetation Science","2009"
"62ba26278bea6dc82374fc24","Etude sur les Rhizopodes des marais du sud-ouest d'Uvira (Congo-belge)","10","Hydrobiologia","1958"
"55422da2e1382326ef7a6428","Eruption and mass-wasting-induced processes during the late holocene destructive phase of Nevado del Ruiz volcano, Colombia","41","Journal of Volcanology and Geothermal Research","1990"
"5a2a9404cf58f173d436e5cc","Vegetation history since the last glacial maximum in the Ozark highlands (USA): A new record from Cupola Pond, Missouri","170","Quaternary Science Reviews","2017"
"54b4326ae138239d8684fc34","Tools for Non-Pollen Palynomorphs (NPPs) analysis: A list of Quaternary NPP types and reference literature in English language (1972–2011)","","Review of Palaeobotany and Palynology","2012"
"54b43266e138239d8684eff5","Corrigendum to “Quaternary glaciation and hydrologic variation in the South American tropics as reconstructed from the Lake Titicaca drilling project” [Quaternary Research 68 (2007) 410–420]","69","Quaternary Research","2008"
"576e5c57642f883f1882b974","PLOS ONE: Amphitremida (Poche, 1913) Is a New Major, Ubiquitous Labyrinthulomycete Clade","8","PLOS ONE","2013"
"6001f205ea8bd37226596e98","Climate change, resilience, and the Native American Fisher-hunter-gatherers of the late holocene on the Georgia coast, USA","","Quaternary International","2020"
"654b633d4f5dbdaca36b6488","Insight into the environment of a pre-Roman Iron Age hillfort at Vladar, Czech Republic, using a multi-proxy approach","15","Vegetation History and Archaeobotany","2006"
"57133fcdcf58f189cade78f2","CHRONOLOGY AND SPATIAL DISTRIBUTION OF LARGE MAMMAL BONES IN PIT 91, RANCHO LA BREA","23","PALAIOS","2008"
"54b4324be138239d8684a73e","What was the nature and role of Normapolles angiosperms? A case study from the earliest Cenozoic of Eastern Europe","","Palaeogeography, Palaeoclimatology, Palaeoecology","2015"
"57923ad3cf58f113b6348d39","Flora Europaea: Notulae systematicae ad Floram Europaeam spectantes. Series 2. No. 5","109","Botanical Journal of the Linnean Society","1992"
"578bade0cf58f16d33842ff4","New genera of Paleogene fungal spores","52","Canadian Journal of Botany","1974"
"58334b23cf58f177a7b79f61","Development of modern forest zones in the Beskid Niski Mts. and adjacent area (Western Carpathians) in the late Holocene: A palaeobotanical perspective","","Quaternary International","2015"
"5b29611bcf58f172a7fd48f9","A radiocarbon dated Holocene pollen profile from the Banat mountains (Southwestern Carpathians, Romania)","195","Flora","2000"
"58d29193cf58f14928755ba5","6. Peat-bog Begbunar (Osogovo Mountains, south-west Bulgaria): Four millennia of vegetation history","48","Grana","2009"
"59082e95cf58f11e5bbbf0a1","First report of rodents from the late Hemphillian (late Miocene) Zwiebel Channel and a revised late Neogene biostratigraphy/biochronology of the Sand Draw area of Nebraska","","Historical Biology","2017"
"5ffd38a4ea8bd3722646d318","Pleistocene paleoecology and feeding behavior of terrestrial vertebrates recorded in a pre-LGM asphaltic deposit at Rancho La Brea, California","537","Palaeogeography, Palaeoclimatology, Palaeoecology","2020"
