"id","title","volume","journal","year"
"54b43269e138239d8684f8ec","Shasta ground sloth (Nothrotheriops shastense hoffstetter) at Shelter Cave, New Mexico: Environment, diet, and extinction","14","Quaternary Research","1980"
"54b43268e138239d8684f7db","Biogeographic implications of a packrat midden sequence from the Sacramento Mountains, south-central New Mexico","22","Quaternary Research","1984"
"54b43268e138239d8684f736","Paleoentomology and paleoecology of a possible sangamonian site near Innerkip, Ontario","28","Quaternary Research","1987"
"54b43268e138239d8684f74a","Extinct mountain goat (Oreamnos harringtoni) in Southeastern Utah","27","Quaternary Research","1987"
"54b43268e138239d8684f597","Mictomys borealis (northern bog lemming) and the Wisconsin paleoecology of the east-central Great Basin","37","Quaternary Research","1992"
"6204a9fbad0e9c819bea47d1","Human and faunal stable and radiogenic isotope data from four Bahraini and three Jordanian assemblages c. 5300 B.C. to 1500 AD","39","Data in Brief","2021"
"55078b51e1382326932d95ff","Last interglacial western camel (Camelops hesternus) from eastern Beringia","30","Quaternary Science Reviews","2011"
"54b4324ae138239d8684a4a8","Pollen, plant macrofossils and microvertebrates from mid-Holocene alluvium in east-central Iowa, USA: Comparative taphonomy and paleoecology","223","Palaeogeography, Palaeoclimatology, Palaeoecology","2005"
"5755e7decf58f1518d952e90","Chronology and new research on the Schaefer mammoth (?Mammuthus primigenius) site, Kenosha County, Wisconsin, USA","","Quaternary International","2006"
"58333faecf58f177a7b78a4b","Mammoth (Mammuthus sp.) excavation on a college campus in Western Illinois, USA","","Quaternary International","2007"
"5719a0c6cf58f1607031af44","Late Pleistocene large mammal faunal dynamics from inland southern California: The Diamond Valley Lake local fauna","217","Quaternary International","2010"
"5719a696cf58f162290b63fc","Late Quaternary chronology and extinction of North American giant short-faced bears (Arctodus simus)","217","Quaternary International","2010"
"579dadc0cf58f16807ce01e7","The Muirkirk Mammoth: A Late Pleistocene woolly mammoth (Mammuthus primigenius) skeleton from southern Ontario, Canada","","Quaternary International","2012"
"6000a531ea8bd37226544b5c","The Yukagir Bison: The exterior morphology of a complete frozen mummy of the extinct steppe bison, Bison priscus from the early Holocene of northern Yakutia, Russia","406","Quaternary International","2016"
"5c30ff031faed655488b8a8a","The spore conundrum: Does a dung fungus decline signal humans' arrival in the Eastern United States?","466","Quaternary International","2018"
"54f4a5f7e13823054496a028","Latest Pleistocene paleoecology of Jefferson's ground sloth (Megalonyx jeffersonii) and elk-moose (Cervalces scotti) in northern Illinois","61","Quaternary Research","2004"
"54b43265e138239d8684efa8","Post-Clovis survival of American Mastodon in the southern Great Lakes Region of North America","72","Quaternary Research","2009"
"54b43265e138239d8684efb2","A diverse Rancholabrean vertebrate microfauna from southern California includes the first fossil record of ensatina (Ensatina eschscholtzii: Plethodontidae)","72","Quaternary Research","2009"
"54b43265e138239d8684ee22","Taxonomy, paleoecology and taphonomy of ground sloths (Xenarthra) from the Fairmead Landfill locality (Pleistocene: Irvingtonian) of Madera County, California","79","Quaternary Research","2013"
"54f4aa42e13823054496a043","Stable isotopes in yellow-bellied marmot (Marmota flaviventris) fossils reveal environmental stability in the late Quaternary of the Colorado Rocky Mountains","","Quaternary Research","2015"
"575db96ccf58f106ec1b36c0","Holocene environmental change in the eastern Snake River Plain of Idaho, USA, as inferred from stable isotope analyses of small mammals","85","Quaternary Research","2016"
"54b43266e138239d8684f1c2","Late Pliocene to late Pleistocene environments preserved at the Palisades Site, central Yukon River, Alaska","60","Quaternary Research","2003"
"5d120d360b45c76caf900ff8","The Wold Bison Jump (48JO966) and its relation to the ancestral Crow on the Northwest Plains","64","Plains Anthropologist","2019"
"5a9676e2cf58f17264fae864","New evidence for Late Pleistocene human exploitation of Jefferson's Ground Sloth ( Megalonyx jeffersonii ) from northern Ohio, USA","44","World Archaeology","2012"
"5a967e24cf58f174f6107661","Gazelle behaviour and human presence at early Neolithic G<U+00F6>bekli Tepe, south-east Anatolia","45","World Archaeology","2013"
"5d8f52d69b61cfaf2eb10d2f","The origins of nomadic pastoralism in the eastern Jordanian steppe: a combined stable isotope and chipped stone assessment","","Levant",NA
"5944783bcf58f12124c67017","Soricids (Mammalia, Insectivora) from the Blufftop Local Fauna, Blancan Ringold Formation of Central Washington, and the correlation of Ringold Formation faunas","5","Journal of Vertebrate Paleontology","2010"
"58cb5138cf58f1029db04fd2","A New Species of Capromeryx (Mammalia: Artiodactyla) From the Taunton Local Fauna of Washington, and the Correlation with Other Blancan Faunas of Washington and Idaho","15","Journal of Vertebrate Paleontology","1995"
"58cbaccdcf58f125842f802d","The first occurrence of a toxodont (Mammalia, Notoungulata) in the United States","33","Journal of Vertebrate Paleontology","2013"
"56819830cf58f1ba274d4701","Late Pleistocene giant short-faced bears, mammoths, and large carcass scavenging in the Saltville Valley of Virginia, USA","38","Boreas","2009"
"5c3041991faed655488b757a","Late Quaternary climate change, relict populations and present-day refugia in the northern Atacama Desert: a case study from Quebrada La Higuera (18<U+00B0><U+00A0>S)","42","Journal of Biogeography","2015"
"577894d3cf58f1338777cd36","FOSSIL BISON AND ASSOCIATED ARTIFACTS FROM PLAINVIEW, TEXAS","58","Geol Soc America Bull","1947"
"577ef9f4cf58f1acda8976ea","Mastodon Bone Age and Geomorphic Relations in the Susquehanna Valley","82","Geol Soc America Bull","1971"
"5783c931cf58f10a848a9090","Extinction of the Shasta Ground Sloth","85","Geol Soc America Bull","1974"
"57864bd4cf58f10c846f8548","Mammalian biochronology of the late Cenozoic basins of New Mexico","92","Geol Soc America Bull","1981"
"5788359dcf58f115f354f1f5","Case for periodic, colossal j<U+00F6>kulhlaups from Pleistocene glacial Lake Missoula","96","Geol Soc America Bull","1985"
"578c2c6dcf58f18c67abc891","Geomorphic and hydrologic implications of the rapid incision of Afton Canyon, Mojave Desert, California","17","Geol","1989"
"578c20b5cf58f18980b75a8d","Quaternary geochronology and distribution of Mammuthus on the Colorado Plateau","17","Geol","1989"
"57903d10cf58f126545214ec","A single, late Wisconsin, Laurentide glaciation, Edmonton area and southwestern Alberta","22","Geol","1994"
"57466204cf58f16ce55521c6","A new whitefish from the early Quaternary of Bluefish Basin, Yukon Territory, Canada, and its paleoenvironmental implications","47","Canadian Journal of Earth Sciences","2010"
"57465fb0cf58f16c3dfe95dc","Giant short-faced bear ( Arctodus simus ) from late Wisconsinan deposits at Cowichan Head, Vancouver Island, British Columbia","47","Canadian Journal of Earth Sciences","2010"
"574dcb4bcf58f154593df7b2","BISON OCCIDENTALIS LUCAS FOUND AT TABER, ALBERTA, CANADA","3","Canadian Journal of Earth Sciences","1966"
"57489f11cf58f157a16cf70c","Imperial Mammoth and Mexican Half-Ass from near Bindloss, Alberta","9","Canadian Journal of Earth Sciences","1972"
"574a5a09cf58f117665f28bb","Wolverine from the Pleistocene of the Yukon: evolutionary trends and taxonomy of Gulo (Carnivora: Mustelidae)","24","Canadian Journal of Earth Sciences","1987"
"574f2183cf58f11012a95e40","Postglacial alluvial terraces and an incorporated bison skeleton, Ghostpine Creek, southern Alberta","31","Canadian Journal of Earth Sciences","1994"
"5a2eeb04cf58f19497e44c70","Tar Trap: No Evidence of Domestic Dog Burial with <U+201C>La Brea Woman<U+201D>","2","PaleoAmerica","2016"
"5a25be89cf58f11dcd4d20ff","A Late Prehistoric Bison Processing Camp in the Central Plains: Montana Creek East (14JW46)","54","Plains Anthropologist","2014"
"5a25a269cf58f111bfdaa276","The Atkinson Site-A 6,400Year Old Gowen (Mummy Cave) Occupation Near Lauder, Manitoba","54","Plains Anthropologist","2014"
