"gddid","title","pubname","authors","hits","URL","publisher","doi","coverDate","highlight","publicationid"
"5a2a9b01cf58f1766a89f237","A 50,000 year insect record from Rancho La Brea, Southern California: Insights into past climate and fossil deposition","Quaternary Science Reviews","Holden, Anna R.; Southon, John R.; Will, Kipling; Kirby, Matthew E.; Aalbu, Rolf L.; Markey, Molly J.","3","https://www.sciencedirect.com/science/article/pii/S0277379117301671","Elsevier","10.1016/j.quascirev.2017.05.001","15 July 2017","now able to cover all of radiocarbon time - the past 50,000 years - at a suf<U+FB01>ciently high density to permit","13924"
"5a2a9b01cf58f1766a89f237","A 50,000 year insect record from Rancho La Brea, Southern California: Insights into past climate and fossil deposition","Quaternary Science Reviews","Holden, Anna R.; Southon, John R.; Will, Kipling; Kirby, Matthew E.; Aalbu, Rolf L.; Markey, Molly J.","3","https://www.sciencedirect.com/science/article/pii/S0277379117301671","Elsevier","10.1016/j.quascirev.2017.05.001","15 July 2017","required for asphalt removal and subsequent 14C dating; 4) have been collected in quantities suf<U+FB01>cient to permit","13924"
"5a2a9b01cf58f1766a89f237","A 50,000 year insect record from Rancho La Brea, Southern California: Insights into past climate and fossil deposition","Quaternary Science Reviews","Holden, Anna R.; Southon, John R.; Will, Kipling; Kirby, Matthew E.; Aalbu, Rolf L.; Markey, Molly J.","3","https://www.sciencedirect.com/science/article/pii/S0277379117301671","Elsevier","10.1016/j.quascirev.2017.05.001","15 July 2017","Stable isotopes (d13C and d15N) were also measured where sample sizes permitted. 14C results are presented","13924"
"58cc8db3cf58f176171cb6c2","Reappraisal of Some Palynomorphs of Supposed Proteaceous Affinity","Grana","Martin, Anthony R. H.; Harris, Wayne K.","1","http://www.tandfonline.com/doi/abs/10.1080/00173137409429901","Taylor and Francis","10.1080/00173137409429901","1974 12","The description and illustration alone do not permit one to judge.","15341"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCHÖNE, B. R.","4","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","combination of high-resolution sclerochronology and a micro-milled sampling strategy for d18O analysis permits","15439"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCHÖNE, B. R.","4","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","This permits a more precise seasonality estimate because the growth patterns can be used to help place","15439"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCHÖNE, B. R.","4","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","Applying a high sampling resolution for stable oxygen isotope analysis permits the determination of an","15439"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCHÖNE, B. R.","4","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","littleneck clam (Protothaca staminea Conrad) and the butter clam (Saxidomus giganteus Deshayes) in a habitat permitting","15439"
"54b43268e138239d8684f63e","Late quaternary vegetation and climate of the Sahel","Quaternary Research","Lézine, Anne-Marie","2","http://www.sciencedirect.com/science/article/pii/0033589489900987","Elsevier","10.1016/0033-5894(89)90098-7","November 1989","(Fig. 5), but data from certain outcrops in the same sector permit an extension of the chronology back","15453"
"54b43268e138239d8684f63e","Late quaternary vegetation and climate of the Sahel","Quaternary Research","Lézine, Anne-Marie","2","http://www.sciencedirect.com/science/article/pii/0033589489900987","Elsevier","10.1016/0033-5894(89)90098-7","November 1989","The small number of analyses, often from truncated sections, permits only a provisional synthesis showing","15453"
"54b43268e138239d8684f667","Early Holocene pecan, Carya illinoensis, in the Mississippi River Valley near Muscatine, Iowa","Quaternary Research","Bettis, E.Arthur; Baker, Richard G.; Nations, Brenda K.; Benn, David W.","1","http://www.sciencedirect.com/science/article/pii/0033589490900883","Elsevier","10.1016/0033-5894(90)90088-3","January 1990","pecan after 7500yr B.P. accompanied the development of nutprocessing techniques, such as boiling, that permitted","15510"
"585b3e89cf58f1a722da7f26","A model-data comparison of Holocene timberline changes in the Swiss Alps reveals past and future drivers of mountain forest dynamics","Global Change Biology","Schwörer, Christoph; Henne, Paul D.; Tinner, Willy","1","http://doi.wiley.com/10.1111/gcb.12456","Wiley","10.1111/gcb.12456","2014 05","Where moisture is suf<U+FB01>cient to permit tree growth, timberline and treeline are mainly controlled by the","15670"
"54b4326ee138239d868506ff","Paleoecological studies in the Klokkeweel bog near hoogkarspel (prov. of Noord-Holland)","Review of Palaeobotany and Palynology","Pals, J.P; Van Geel, B; Delfos, A","2","http://www.sciencedirect.com/science/article/pii/0034666780900202","Elsevier","10.1016/0034-6667(80)90020-2","1980","It is possible that the sediment dried out temporarily, but not long enough to permit a local vegetation","15744"
"54b4326ee138239d868506ff","Paleoecological studies in the Klokkeweel bog near hoogkarspel (prov. of Noord-Holland)","Review of Palaeobotany and Palynology","Pals, J.P; Van Geel, B; Delfos, A","2","http://www.sciencedirect.com/science/article/pii/0034666780900202","Elsevier","10.1016/0034-6667(80)90020-2","1980","somewhat larger n u m b e r s but the absence of the fungus Gaeumannomyces (Type 126, see Section 5} permits","15744"
"570ead8fcf58f1672c306eb9","Pollen dispersal and representation on an isolated, forested plateau*","New Phytologist","JACKSON, STEPHEN T.; SMITH, SUSAN J.","2","http://doi.wiley.com/10.1111/j.1469-8137.1994.tb04001.x","Wiley","10.1111/j.1469-8137.1994.tb04001.x","September 1994","pollen, regardless of elevation (Table 2, Fig. 4). t)t the Pinus pollen sufficiently \vell-preser\ed to permit","15798"
"570ead8fcf58f1672c306eb9","Pollen dispersal and representation on an isolated, forested plateau*","New Phytologist","JACKSON, STEPHEN T.; SMITH, SUSAN J.","2","http://doi.wiley.com/10.1111/j.1469-8137.1994.tb04001.x","Wiley","10.1111/j.1469-8137.1994.tb04001.x","September 1994","Our stud\- design permitted a partial decomposition of pollen assemblages m terms ot their source \egetation","15798"
"56f8f748cf58f171969acb5d","Late Quaternary vegetation, climate and fire dynamics inferred from the El Tiro record in the southeastern Ecuadorian Andes","Journal of Quaternary Science","Niemann, Holger; Behling, Hermann","1","http://doi.wiley.com/10.1002/jqs.1134","Wiley","10.1002/jqs.1134","March 2008","Cluster analysis of terrestrial pollen taxa produces a dendrogram that permits zonation of the record","15385"
"54b4324be138239d8684a553","Late-glacial vegetation dynamics of the Queen Charlotte Islands and adjacent continental shelf, British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology","Lacourse, Terri; Mathewes, Rolf W.; Fedje, Daryl W.","2","http://www.sciencedirect.com/science/article/pii/S0031018205002555","Elsevier","10.1016/j.palaeo.2005.05.003","3 October 2005","However, it has been conclusively shown that low relative sea levels around the QCI permitted the establishment","15837"
"54b4324be138239d8684a553","Late-glacial vegetation dynamics of the Queen Charlotte Islands and adjacent continental shelf, British Columbia, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology","Lacourse, Terri; Mathewes, Rolf W.; Fedje, Daryl W.","2","http://www.sciencedirect.com/science/article/pii/S0031018205002555","Elsevier","10.1016/j.palaeo.2005.05.003","3 October 2005","induced crustal displacement (Clague et al., 1982a; Josenhans et al., 1997; Hetherington et al., 2004), permitted","15837"
"56c31f88cf58f17493f843d0","Trees and climatic history in scotland","Quarterly Journal of the Royal Meteorological Society","Lamb, H. H.","2","http://doi.wiley.com/10.1002/qj.49709038603","Wiley","10.1002/qj.49709038603","October 1964","Smith 1962)) the harvests either failed or were too poor to permit export in any quantity.","16066"
"56c31f88cf58f17493f843d0","Trees and climatic history in scotland","Quarterly Journal of the Royal Meteorological Society","Lamb, H. H.","2","http://doi.wiley.com/10.1002/qj.49709038603","Wiley","10.1002/qj.49709038603","October 1964","disasters are final are sometimes known as ‘ sub-fossil forests,’ indicating that the environment no longer permits","16066"
"654bc0ff4f5dbdaca36d7a0f","Does site elevation determine the start and intensity of human impact? Pollen evidence from southern Germany","Vegetation History and Archaeobotany","Rösch, Manfred; Stojakowits, Philipp; Friedmann, Arne","3","https://link.springer.com/10.1007/s00334-020-00780-4","Springer","10.1007/s00334-020-00780-4","2021 03","Access  This article is licensed under a Creative Commons Attribution 4.0 International License, which permits","16535"
"654bc0ff4f5dbdaca36d7a0f","Does site elevation determine the start and intensity of human impact? Pollen evidence from southern Germany","Vegetation History and Archaeobotany","Rösch, Manfred; Stojakowits, Philipp; Friedmann, Arne","3","https://link.springer.com/10.1007/s00334-020-00780-4","Springer","10.1007/s00334-020-00780-4","2021 03","If material is not included in the article’s Creative Commons licence and your intended use is not permitted","16535"
"654bc0ff4f5dbdaca36d7a0f","Does site elevation determine the start and intensity of human impact? Pollen evidence from southern Germany","Vegetation History and Archaeobotany","Rösch, Manfred; Stojakowits, Philipp; Friedmann, Arne","3","https://link.springer.com/10.1007/s00334-020-00780-4","Springer","10.1007/s00334-020-00780-4","2021 03","by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from","16535"
"54b43269e138239d8684f8d1","Late Wisconsin vegetational and climatic history at Kylen Lake, northeastern Minnesota","Quaternary Research","Birks, H.J.B.","2","http://www.sciencedirect.com/science/article/pii/0033589481900156","Elsevier","10.1016/0033-5894(81)90015-6","November 1981","not sufftciently detailed to permit critical vegetational and climatic reconstructions.","27"
"54b43269e138239d8684f8d1","Late Wisconsin vegetational and climatic history at Kylen Lake, northeastern Minnesota","Quaternary Research","Birks, H.J.B.","2","http://www.sciencedirect.com/science/article/pii/0033589481900156","Elsevier","10.1016/0033-5894(81)90015-6","November 1981","vegetation was clearly tundra-like, but there is neither palynological nor macrofossil evidence to permit","27"
"570ec09acf58f16e5520a3c5","A HOXNIAN INTERGLACIAL SITE AT FISHERS GREEN, STEVENAGE, HERTFORDSHIRE","New Phytologist","GIBBARD, P. L.; AALTO, M. M.; BEALES, P. W.","1","http://doi.wiley.com/10.1111/j.1469-8137.1977.tb04857.x","Wiley","10.1111/j.1469-8137.1977.tb04857.x","March 1977","Turner places the rise of lake level that permitted accumulation of the marginal sediment at the zone","16084"
"572472f1cf58f10886fc73c9","Pinus sylvestris treeline development and movement on the Kola Peninsula of Russia: pollen and stomate evidence","Journal of Ecology","Gervais, Bruce R.; MacDonald, Glen M.; Snyder, Jeffrey A.; Kremenetski, Constantine V.","1","http://doi.wiley.com/10.1046/j.1365-2745.2002.00697.x","Wiley","10.1046/j.1365-2745.2002.00697.x","August 2002","Rather than arbitrarily omit inverted dates to permit linear interpolation of interval ages, we included","16098"
"654b96ce4f5dbdaca36c8857","Palaeoecological evidence for the middle and late Holocene vegetation, climate and land use in the upper Don River basin (Russia)","Vegetation History and Archaeobotany","Novenko, E. Yu.; Volkova, E. M.; Glasko, M. P.; Zuganova, I. S.","1","http://link.springer.com/10.1007/s00334-011-0339-6","Springer","10.1007/s00334-011-0339-6","2012 8","Aggregated analysis of the information obtained permitted the construction of 16 tables which include","16112"
"579956becf58f1790ae26d56","Precise timing and rate of massive late Quaternary soil denudation","Geol","Cooke, M. Jennifer; Stern, Libby A.; Banner, Jay L.; Mack, Lawrence E.; Stafford, Thomas W.; Toomey, Rickard S.","2","http://dx.doi.org/10.1130/g19749.1","GSA","10.1130/g19749.1","2003","methodology presented here provides a soil-erosion history with unprecedented temporal resolution and permits","16284"
"579956becf58f1790ae26d56","Precise timing and rate of massive late Quaternary soil denudation","Geol","Cooke, M. Jennifer; Stern, Libby A.; Banner, Jay L.; Mack, Lawrence E.; Stafford, Thomas W.; Toomey, Rickard S.","2","http://dx.doi.org/10.1130/g19749.1","GSA","10.1130/g19749.1","2003","This detailed radiocarbon chronology permits absolute dating of variations in 87Sr/86Sr ratios in the","16284"
"5da35faa998e17af825387aa","Lakes of Oregon, Volume 6: Douglas County","Open-File Report","Rinella, Joseph F.","5","https://pubs.er.usgs.gov/publication/70199344","USGS","10.3133/70199344","1979","Water-rights permit fur storage of 120 acre-ft (0.15 hni 3 ) for irrigation.","16955"
"5da35faa998e17af825387aa","Lakes of Oregon, Volume 6: Douglas County","Open-File Report","Rinella, Joseph F.","5","https://pubs.er.usgs.gov/publication/70199344","USGS","10.3133/70199344","1979","Swimming and boating are not permitted.","16955"
"5da35faa998e17af825387aa","Lakes of Oregon, Volume 6: Douglas County","Open-File Report","Rinella, Joseph F.","5","https://pubs.er.usgs.gov/publication/70199344","USGS","10.3133/70199344","1979","Water-rights permit for storage of 845 acre-It (1.04 111113 ) for recreation.","16955"
"5da35faa998e17af825387aa","Lakes of Oregon, Volume 6: Douglas County","Open-File Report","Rinella, Joseph F.","5","https://pubs.er.usgs.gov/publication/70199344","USGS","10.3133/70199344","1979","No swimming or boating permitted.","16955"
"5da35faa998e17af825387aa","Lakes of Oregon, Volume 6: Douglas County","Open-File Report","Rinella, Joseph F.","5","https://pubs.er.usgs.gov/publication/70199344","USGS","10.3133/70199344","1979","Fishing has been permitted during nonworking hours.","16955"
"5a3976dacf58f1047e310348","Redefining Plains Village Complexes In Oklahoma: The Paoli Phase And The Redbed Plains Variant","Plains Anthropologist","Drass, Richard R.","3","https://www.tandfonline.com/doi/full/10.1080/2052546.1999.11931951","Taylor and Francis","10.1080/2052546.1999.11931951","2017 11","The abundance of plant and animal resources in the river valley along with fertile soils for crops permitted","20282"
"5a3976dacf58f1047e310348","Redefining Plains Village Complexes In Oklahoma: The Paoli Phase And The Redbed Plains Variant","Plains Anthropologist","Drass, Richard R.","3","https://www.tandfonline.com/doi/full/10.1080/2052546.1999.11931951","Taylor and Francis","10.1080/2052546.1999.11931951","2017 11","Recognition of the regional variation among Plains Village sites, however, permits examination of questions","20282"
"5a3976dacf58f1047e310348","Redefining Plains Village Complexes In Oklahoma: The Paoli Phase And The Redbed Plains Variant","Plains Anthropologist","Drass, Richard R.","3","https://www.tandfonline.com/doi/full/10.1080/2052546.1999.11931951","Taylor and Francis","10.1080/2052546.1999.11931951","2017 11","in material culture, technology, and social organization at Plains Village sites in this area should permit","20282"
"54b4326ae138239d8684fce2","Reconstruction and visualization of upper forest line and vegetation changes in the Andean depression region of southeastern Ecuador since the last glacial maximum — A multi-site synthesis","Review of Palaeobotany and Palynology","Brunschön, Corinna; Behling, Hermann","1","http://www.sciencedirect.com/science/article/pii/S0034666710001971","Elsevier","10.1016/j.revpalbo.2010.10.005","December 2010","Besides rising temperatures, we would rather expect drier conditions to permit upslope migration of the","16182"
"5c3943971faed655488c6a05","Variability in modern pollen rain from moist and wet tropical forest plots in Ghana, West Africa","Grana","Julier, Adele C. M.; Jardine, Phillip E.; Adu-Bredu, Stephen; Coe, Angela L.; Fraser, Wesley T.; Lomax, Barry H.; Malhi, Yadvinder; Moore, Sam; Gosling, William D.","1","https://www.tandfonline.com/doi/full/10.1080/00173134.2018.1510027","Taylor and Francis","10.1080/00173134.2018.1510027","2019 01","terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits","16191"
"5db7c789998e17af8254ab3a","Species level phylogeny of the genus Cornus (Cornaceae) based on molecular and morphological evidence—implications for taxonomy and Tertiary intercontinental migration","TAXON","Xiang, Qiu-Yun (Jenny); Thomas, David T.; Zhang, Wenheng; Manchester, Steven R.; Murrell, Zack","1","https://onlinelibrary.wiley.com/doi/abs/10.2307/25065525","Wiley","10.2307/25065525","2006 02","It permits the inference of place of origin and dispersal routes of organisms.","16216"
"54b43247e138239d86849b10","A long vegetation history from lowland Irian Jaya, Indonesia","Palaeogeography, Palaeoclimatology, Palaeoecology","Hope, Geoffrey; Tulip, Jim","1","http://www.sciencedirect.com/science/article/pii/0031018294901872","Elsevier","10.1016/0031-0182(94)90187-2","June 1994","Changing conditions must have permitted relatively rapid re-establishment by the beech and gymnosperms","16209"
"654b2fae4f5dbdaca36a3e8a","A holocene pollen diagram from El Atrun, northern Sudan","Vegetation History and Archaeobotany","Jahns, Susanne","1","http://link.springer.com/10.1007/BF00198612","Springer","10.1007/BF00198612","1995 2","concentration of the sum of regional pollen taxa runs parallel to that of the sum including local elements, permitting","16228"
"54e165b0e138238a47f97804","Age models for long lacustrine sediment records using multiple dating approaches – An example from Lake Bosumtwi, Ghana","Quaternary Geochronology","Shanahan, Timothy M.; Peck, John A.; McKay, Nicholas; Heil, Clifford W.; King, John; Forman, Steven L.; Hoffmann, Dirk L.; Richards, David A.; Overpeck, Jonathan T.; Scholz, Christopher","2","http://www.sciencedirect.com/science/article/pii/S1871101412001872","Elsevier","10.1016/j.quageo.2012.12.001","February 2013","Using only the “lowbank’ radiocarbon ages permitted us to extend the radiocarbon agedepth curve closer","16245"
"54e165b0e138238a47f97804","Age models for long lacustrine sediment records using multiple dating approaches – An example from Lake Bosumtwi, Ghana","Quaternary Geochronology","Shanahan, Timothy M.; Peck, John A.; McKay, Nicholas; Heil, Clifford W.; King, John; Forman, Steven L.; Hoffmann, Dirk L.; Richards, David A.; Overpeck, Jonathan T.; Scholz, Christopher","2","http://www.sciencedirect.com/science/article/pii/S1871101412001872","Elsevier","10.1016/j.quageo.2012.12.001","February 2013","Conditions permitting, it is possible to generate age models with relatively well-constrained uncertainties","16245"
"58bd5d84cf58f18ca98cd306","Forest-savannah dynamics on the Adamawa plateau (Central Cameroon) during the “African humid period” termination: A new high-resolution pollen record from Lake Tizong","Review of Palaeobotany and Palynology","Lebamba, Judicaël; Vincens, Annie; Lézine, Anne-Marie; Marchant, Rob; Buchet, Guillaume","1","http://www.sciencedirect.com/science/article/pii/S0034666715300385","Elsevier","10.1016/j.revpalbo.2016.10.001","December 2016","Tchotsoua for botanical data, and the Cameroon authorities and institutions that permitted and facilitated","16253"
"5833d90ccf58f114328a8a2a","Weichselian palynostratigraphy, palaeovegetation and palaeoenvironment; the record from Lago Grande di Monticchio, southern Italy","Quaternary International","Allen, Judy R.M; Watts, William A; Huntley, Brian","1","http://www.sciencedirect.com/science/article/pii/S1040618200000677","Elsevier","10.1016/S1040-6182(00)00067-7","November 2000","of PAZ 6), whereas the wooded steppe phases likely experienced the least intense seasonal droughts, permitting","16301"
"577bdddbcf58f15852172dc6","POLLEN ANALYSES OF SURFACE MATERIALS AND LAKE SEDIMENTS FROM THE CHUSKA MOUNTAINS, NEW MEXICO","Geol Soc America Bull","BENT, ANNE M.; WRIGHT, H. E.","1","http://dx.doi.org/10.1130/0016-7606(1963)74[491:paosma]2.0.co;2","GSA","10.1130/0016-7606(1963)74[491:paosma]2.0.co;2","1963","The results show the  relationship between modern vegetation and pollen rain and permit a controlled","16391"
"5542bb23e1382326ef7a6661","Eruptive history of Mount Mazama and Crater Lake Caldera, Cascade Range, U.S.A.","Journal of Volcanology and Geothermal Research","Bacon, Charles R.","1","http://www.sciencedirect.com/science/article/pii/0377027383900045","Elsevier","10.1016/0377-0273(83)90004-5","October 1983","A stress field, conducive to prolonged residence of magma in the crust once a focus developed, permitted","16414"
"54b43269e138239d8684f8f6","Late-Quaternary vegetation history at White Pond on the inner Coastal Plain of South Carolina","Quaternary Research","Watts, W.A.","1","http://www.sciencedirect.com/science/article/pii/0033589480900289","Elsevier","10.1016/0033-5894(80)90028-9","March 1980","Unfortunately, preservation of the few pollen grains found does not permit a definitive identification","104"
"54b4326ae138239d8684fd03","Holocene vegetation and climate history of central Quintana Roo, Yucatán Península, Mexico","Review of Palaeobotany and Palynology","Carrillo-Bastos, Alicia; Islebe, Gerald A.; Torrescano-Valle, Nuria; González, Norma Emilia","1","http://www.sciencedirect.com/science/article/pii/S003466671000059X","Elsevier","10.1016/j.revpalbo.2010.02.013","May 2010","pollen record Pollen analysis yielded 56 taxa, and major changes in the relative abundance of taxa permitted","16657"
"54b43265e138239d8684ee0a","Holocene hydro-climatic change and effects on carbon accumulation inferred from a peat bog in the Attawapiskat River watershed, Hudson Bay Lowlands, Canada","Quaternary Research","Bunbury, Joan; Finkelstein, Sarah A.; Bollmann, Jörg","1","http://www.sciencedirect.com/science/article/pii/S0033589412000609","Elsevier","10.1016/j.yqres.2012.05.013","September 2012","yr BP) The testate amoebae assemblages, quantitative DWT reconstruction and peat humi<U+FB01>cation record permit","16666"
"654b8b154f5dbdaca36c457b","Annual pollen traps reveal the complexity of climatic control on pollen productivity in Europe and the Caucasus","Vegetation History and Archaeobotany","van der Knaap, W. O.; van Leeuwen, Jacqueline F. N.; Svitavská-Svobodová, Helena; Pidek, Irena A.; Kvavadze, Eliso; Chichinadze, Maia; Giesecke, Thomas; Kaszewski, Boguslaw Michal; Oberli, Florencia; Kalnina, Laimdota; Pardoe, Heather S.; Tinner, Willy; Ammann, Brigitta","1","http://link.springer.com/10.1007/s00334-010-0250-6","Springer","10.1007/s00334-010-0250-6","2010 8","article is distributed under the terms of the Creative Commons Attribution Noncommercial License which permits","16704"
"5daf43ff998e17af82544710","What We Learned at the Old Vero Site (8IR009), Vero Beach, Florida: 2014–2017","PaleoAmerica","Adovasio, J. M.; Hemmings, C. A.; Vento, F. J.; Duggan, J. S.; Higley, J. H.","1","https://www.tandfonline.com/doi/full/10.1080/20555563.2019.1670031","Taylor and Francis","10.1080/20555563.2019.1670031","","Additionally, shovels were only permitted when it was determined that within the <U+FB01>rst 7 m2, the ca. 50","20310"
"579c7855cf58f1ac0f77d128","Multiple generations of interglacial lake sediment preserved beneath the Laurentide Ice Sheet","Geol","Briner, J.P.; Axford, Y.; Forman, S.L.; Miller, G.H.; Wolfe, A.P.","1","http://dx.doi.org/10.1130/g23812a.1","GSA","10.1130/g23812a.1","2007","We appreciate the permitting and logistical support provided by the Nunavut Research Institute.","16839"
"54d6426fe138238471e7f9d7","Ultrafiltration for asphalt removal from bone collagen for radiocarbon dating and isotopic analysis of Pleistocene fauna at the tar pits of Rancho La Brea, Los Angeles, California","Quaternary Geochronology","Fuller, Benjamin T.; Fahrni, Simon M.; Harris, John M.; Farrell, Aisling B.; Coltrain, Joan B.; Gerhart, Laci M.; Ward, Joy K.; Taylor, R.E.; Southon, John R.","2","http://www.sciencedirect.com/science/article/pii/S1871101414000302","Elsevier","10.1016/j.quageo.2014.03.002","August 2014","decreased collagen yields (typically 1e9% in the 3e30 kDa fraction), suf<U+FB01>cient amounts remained to permit","20312"
"54d6426fe138238471e7f9d7","Ultrafiltration for asphalt removal from bone collagen for radiocarbon dating and isotopic analysis of Pleistocene fauna at the tar pits of Rancho La Brea, Los Angeles, California","Quaternary Geochronology","Fuller, Benjamin T.; Fahrni, Simon M.; Harris, John M.; Farrell, Aisling B.; Coltrain, Joan B.; Gerhart, Laci M.; Ward, Joy K.; Taylor, R.E.; Southon, John R.","2","http://www.sciencedirect.com/science/article/pii/S1871101414000302","Elsevier","10.1016/j.quageo.2014.03.002","August 2014","Fox-Dobbs et al. (2006) argued that marine food resources likely acted as an important dietary buffer that permitted","20312"
"562cbf7dcf58f10e5cb76e77","Holocene climate variability and anthropogenic impacts from Lago Paixban, a perennial wetland in Peten, Guatemala","Global and Planetary Change","Wahl, David; Hansen, Richard D.; Byrne, Roger; Anderson, Lysanna; Schreiner, Thomas","1","http://www.sciencedirect.com/science/article/pii/S0921818115300473","Elsevier","10.1016/j.gloplacha.2015.09.011","Available online 28 September 2015","escarpment along the southern edge of Lago Paixban appears to be a stranded shoreline, although time did not permit","16908"
"54b43246e138239d86849918","Late quaternary vegetation history of the South-Tanganyika basin. Climatic implications in South Central Africa","Palaeogeography, Palaeoclimatology, Palaeoecology","Vincens, A.","1","http://www.sciencedirect.com/science/article/pii/0031018291900812","Elsevier","10.1016/0031-0182(91)90081-2","August 1991","of ash layers between 1,40 and 1,80 m similar to those found in core MPU-12 between 1,50 and 2,50 m permits","16991"
"5833d591cf58f11329b98873","AMS 14C analysis of Late Pleistocene non-analog faunal components from 21 cave deposits in southeastern North America","Quaternary International","Semken, Holmes A.; Graham, Russell W.; Stafford, Thomas W.","2","http://www.sciencedirect.com/science/article/pii/S1040618209004376","Elsevier","10.1016/j.quaint.2009.11.031","15 April 2010","It has been proposed that this richness was achieved by paleoenvironments that permitted both the immigration","16894"
"5833d591cf58f11329b98873","AMS 14C analysis of Late Pleistocene non-analog faunal components from 21 cave deposits in southeastern North America","Quaternary International","Semken, Holmes A.; Graham, Russell W.; Stafford, Thomas W.","2","http://www.sciencedirect.com/science/article/pii/S1040618209004376","Elsevier","10.1016/j.quaint.2009.11.031","15 April 2010","The relatively small standard deviation of this micromammal sample permits examination of non-analog","16894"
"54b43266e138239d8684f227","Paleoenvironmental Changes in the Semiarid Coast of Chile (~32°S) during the Last 6200 cal Years Inferred from a Swamp–Forest Pollen Record","Quaternary Research","Maldonado, Antonio; Villagrán, Carolina","1","http://www.sciencedirect.com/science/article/pii/S0033589402923537","Elsevier","10.1006/qres.2002.2353","September 2002","Observation of sediments from the N˜ ague I column at 20× permitted identi<U+FB01>cation of macroremains (sporocarps","17081"
"54b43266e138239d8684f149","Vegetation and climate change since 14,810 14C yr B.P. in southeastern Uruguay and implications for the rise of early Formative societies","Quaternary Research","Iriarte, José","1","http://www.sciencedirect.com/science/article/pii/S0033589405000724","Elsevier","10.1016/j.yqres.2005.05.005","January 2006","Six 14C dates and the pollen and phytolith content of the samples permitted the recognition of four distinct","17106"
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","Journal of Quaternary Science","Head, Martin J.; Harland, Rex; Matthiessen, Jens","2","http://doi.wiley.com/10.1002/jqs.657","Wiley","10.1002/jqs.657","October 2001","New morphological details including epitabulation have emerged, and these permit assignment to the subfamily","17256"
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","Journal of Quaternary Science","Head, Martin J.; Harland, Rex; Matthiessen, Jens","2","http://doi.wiley.com/10.1002/jqs.657","Wiley","10.1002/jqs.657","October 2001","likelihood that this taxon will be formally subdivided in future studies, although our material does not permit","17256"
"58cf8506cf58f1bb7fcc7c48","Palynology, vegetation and climate of the Waikato lowlands, North Island, New Zealand, since c. 18,000 years ago","Journal of the Royal Society of New Zealand","Newnham, R. M.; Lowe, D. J.; Green, J. D.","2","http://www.tandfonline.com/doi/abs/10.1080/03036758.1989.10426443","Taylor and Francis","10.1080/03036758.1989.10426443","1989 06","Such detailed chronologie control permits the construction of continuous time scales for the pollen series","17254"
